images_path,images_label,images_predicted_label
../COVID-19_Radiography_Dataset/COVID/images\COVID-689.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-86.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2200.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2394.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-627.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1879.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1865.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2488.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1575.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2472.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2067.png,covid,normal
../COVID-19_Radiography_Dataset/COVID/images\COVID-1883.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3257.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1000.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-601.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3430.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2075.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2819.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2478.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1525.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1360.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2867.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1087.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1717.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-288.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1258.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1607.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3457.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1497.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2833.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2336.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1376.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2220.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3075.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2877.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1863.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2162.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2758.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2195.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1558.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2120.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-471.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2459.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-711.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1768.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1443.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1749.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1546.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-131.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2883.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1502.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-695.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3283.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3516.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-922.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2822.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-664.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2039.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1931.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1853.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-341.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1739.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2646.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-822.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2999.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1148.png,covid,pneumonia
../COVID-19_Radiography_Dataset/COVID/images\COVID-2649.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2463.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1599.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2360.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1885.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2123.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1344.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3433.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2097.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1742.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-304.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-981.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1151.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2230.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1674.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3256.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-839.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1042.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-459.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3244.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1098.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1234.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1320.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1060.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3413.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-484.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2509.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-419.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-946.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2600.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-451.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3485.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1724.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2008.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-638.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2972.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-325.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-87.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-988.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3195.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1217.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-107.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2597.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-514.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1128.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2019.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-965.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-186.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-665.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3429.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3426.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2371.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-412.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1950.png,covid,normal
../COVID-19_Radiography_Dataset/COVID/images\COVID-3291.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-628.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3248.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2713.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2125.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2318.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2243.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3598.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2343.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2729.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-899.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1633.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-235.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3507.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-556.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-997.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-447.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1611.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1203.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1327.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1723.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-807.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2090.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2571.png,covid,normal
../COVID-19_Radiography_Dataset/COVID/images\COVID-269.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-517.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-415.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-333.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1447.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-758.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1961.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2504.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3455.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3410.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1123.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-890.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1277.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2313.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1091.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3391.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2398.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2816.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-729.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-597.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-518.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-843.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-723.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2803.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2637.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3515.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1648.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1539.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2568.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1018.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3468.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1297.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2208.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2977.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2988.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2981.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1311.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1118.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2430.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1184.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3307.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3278.png,covid,normal
../COVID-19_Radiography_Dataset/COVID/images\COVID-1.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1439.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-935.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1016.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-846.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2664.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1860.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3287.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1081.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1032.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3567.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3591.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-508.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2043.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3456.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2468.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2405.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3409.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1517.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-798.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3351.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-774.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-676.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2969.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-566.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2131.png,covid,normal
../COVID-19_Radiography_Dataset/COVID/images\COVID-640.png,covid,normal
../COVID-19_Radiography_Dataset/COVID/images\COVID-1866.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-939.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-731.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2281.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-600.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1544.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3153.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1160.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-218.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-719.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-748.png,covid,normal
../COVID-19_Radiography_Dataset/COVID/images\COVID-718.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-671.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2827.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2400.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1529.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2875.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3580.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-691.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2689.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2848.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3486.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3608.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3386.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-53.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1603.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-585.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1090.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1145.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1212.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3438.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3045.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-332.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3490.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1433.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3297.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2921.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-632.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-810.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2830.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1824.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2662.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-722.png,covid,pneumonia
../COVID-19_Radiography_Dataset/COVID/images\COVID-3007.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1292.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3264.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1164.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3615.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1356.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1295.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1461.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-543.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3322.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1315.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2021.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-436.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-404.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-712.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2038.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1656.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-800.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1906.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2009.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1730.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2002.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2034.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2317.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3226.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2077.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3157.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2973.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1591.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1182.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-336.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2482.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1351.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2276.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1997.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2928.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2153.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3286.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-564.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3293.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-453.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3444.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2720.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1224.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-290.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-581.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3512.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-103.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-535.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3084.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1409.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1936.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2626.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2236.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1836.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-349.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1324.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-630.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-89.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1628.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1350.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1025.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2543.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1923.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1666.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3056.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-809.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1527.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2158.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-551.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1044.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1423.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2743.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1037.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-771.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2535.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1168.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1235.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1816.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-457.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3514.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1038.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1987.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3566.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3191.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1993.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3560.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-43.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2267.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-407.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1111.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2145.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-980.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2171.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2445.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2722.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1172.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2452.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2490.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3063.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-458.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1319.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-834.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-701.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1089.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1945.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-547.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2735.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-2140.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3576.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3440.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1602.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-3317.png,covid,covid
../COVID-19_Radiography_Dataset/COVID/images\COVID-1072.png,covid,covid
